Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2014Q4,0.0271181,2047.422
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2014Q4,0.0556784,3154.792
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2014Q4,0.1386841,7461.131
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2014Q4,0.0952680,5410.502
High level industry groups,Public administration and safety,SG01RSC02B01C08,2014Q4,0.0404568,2390.067
High level industry groups,Education and training,SG01RSC02B01C09,2014Q4,0.0452957,2328.437
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2014Q4,0.0587541,3289.675
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2014Q4,0.0324394,1728.059
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q4,0.0826207,4035.080
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2015Q1,0.0477472,3168.080
High level industry groups,Mining,SG01RSC02B01A02,2015Q1,0.0147590,814.989
High level industry groups,Manufacturing,SG01RSC02B01B01,2015Q1,0.1106591,5589.252
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2015Q1,0.0312614,1632.301
High level industry groups,Construction,SG01RSC02B01B03,2015Q1,0.0578594,3235.153
High level industry groups,Wholesale trade,SG01RSC02B01C01,2015Q1,0.0514346,2857.497
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2015Q1,0.0629228,3736.727
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2015Q1,0.0470411,2498.721
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2015Q1,0.0271181,2058.950
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2015Q1,0.0556784,3139.843
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2015Q1,0.1386841,7533.208
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2015Q1,0.0952680,5448.338
High level industry groups,Public administration and safety,SG01RSC02B01C08,2015Q1,0.0404568,2382.497
High level industry groups,Education and training,SG01RSC02B01C09,2015Q1,0.0452957,2332.408
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2015Q1,0.0587541,3286.993
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2015Q1,0.0324394,1780.774
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q1,0.0826207,4104.344
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2015Q2,0.0446953,3183.674
High level industry groups,Mining,SG01RSC02B01A02,2015Q2,0.0093192,869.613
High level industry groups,Manufacturing,SG01RSC02B01B01,2015Q2,0.1128019,5624.274
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2015Q2,0.0300285,1675.973
High level industry groups,Construction,SG01RSC02B01B03,2015Q2,0.0600585,3279.990
High level industry groups,Wholesale trade,SG01RSC02B01C01,2015Q2,0.0503384,2838.458
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2015Q2,0.0641697,3738.349
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2015Q2,0.0486596,2486.995
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2015Q2,0.0265562,2159.129
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2015Q2,0.0547046,3143.555
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2015Q2,0.1410340,7629.072
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2015Q2,0.0972090,5507.176
High level industry groups,Public administration and safety,SG01RSC02B01C08,2015Q2,0.0403821,2402.191
High level industry groups,Education and training,SG01RSC02B01C09,2015Q2,0.0447483,2333.491
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2015Q2,0.0593754,3307.301
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2015Q2,0.0322676,1750.418
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q2,0.0836516,4184.115
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2015Q3,0.0446953,3205.418
High level industry groups,Mining,SG01RSC02B01A02,2015Q3,0.0093192,844.734
High level industry groups,Manufacturing,SG01RSC02B01B01,2015Q3,0.1128019,5684.421
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2015Q3,0.0300285,1688.814
High level industry groups,Construction,SG01RSC02B01B03,2015Q3,0.0600585,3315.835
High level industry groups,Wholesale trade,SG01RSC02B01C01,2015Q3,0.0503384,2880.617
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2015Q3,0.0641697,3809.491
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2015Q3,0.0486596,2536.609
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2015Q3,0.0265562,2161.804
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2015Q3,0.0547046,3174.042
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2015Q3,0.1410340,7768.207
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2015Q3,0.0972090,5632.554
High level industry groups,Public administration and safety,SG01RSC02B01C08,2015Q3,0.0403821,2426.030
High level industry groups,Education and training,SG01RSC02B01C09,2015Q3,0.0447483,2335.794
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2015Q3,0.0593754,3287.468
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2015Q3,0.0322676,1735.800
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q3,0.0836516,4219.316
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2015Q4,0.0446953,3230.179
High level industry groups,Mining,SG01RSC02B01A02,2015Q4,0.0093192,799.917
High level industry groups,Manufacturing,SG01RSC02B01B01,2015Q4,0.1128019,5749.431
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2015Q4,0.0300285,1701.793
High level industry groups,Construction,SG01RSC02B01B03,2015Q4,0.0600585,3393.806
High level industry groups,Wholesale trade,SG01RSC02B01C01,2015Q4,0.0503384,2885.006
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2015Q4,0.0641697,3868.713
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2015Q4,0.0486596,2547.525
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2015Q4,0.0265562,2186.258
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2015Q4,0.0547046,3212.307
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2015Q4,0.1410340,7838.068
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2015Q4,0.0972090,5713.198
High level industry groups,Public administration and safety,SG01RSC02B01C08,2015Q4,0.0403821,2455.936
High level industry groups,Education and training,SG01RSC02B01C09,2015Q4,0.0447483,2339.318
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2015Q4,0.0593754,3324.509
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2015Q4,0.0322676,1757.699
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q4,0.0836516,4276.637
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2016Q1,0.0446953,3269.525
High level industry groups,Mining,SG01RSC02B01A02,2016Q1,0.0093192,782.969
High level industry groups,Manufacturing,SG01RSC02B01B01,2016Q1,0.1128019,5745.431
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2016Q1,0.0300285,1706.411
High level industry groups,Construction,SG01RSC02B01B03,2016Q1,0.0600585,3538.735
High level industry groups,Wholesale trade,SG01RSC02B01C01,2016Q1,0.0503384,2884.851
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2016Q1,0.0641697,3920.500
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2016Q1,0.0486596,2604.342
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2016Q1,0.0265562,2176.118
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2016Q1,0.0547046,3214.056
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2016Q1,0.1410340,7979.934
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2016Q1,0.0972090,5851.240
High level industry groups,Public administration and safety,SG01RSC02B01C08,2016Q1,0.0403821,2473.789
High level industry groups,Education and training,SG01RSC02B01C09,2016Q1,0.0447483,2344.061
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2016Q1,0.0593754,3396.897
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2016Q1,0.0322676,1759.432
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q1,0.0836516,4301.995
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2016Q2,0.0554822,3289.859
High level industry groups,Mining,SG01RSC02B01A02,2016Q2,0.0091570,761.429
High level industry groups,Manufacturing,SG01RSC02B01B01,2016Q2,0.1009037,5767.829
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2016Q2,0.0290215,1694.630
High level industry groups,Construction,SG01RSC02B01B03,2016Q2,0.0628260,3610.187
High level industry groups,Wholesale trade,SG01RSC02B01C01,2016Q2,0.0473289,2911.418
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2016Q2,0.0675764,3971.318
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2016Q2,0.0448203,2572.541
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2016Q2,0.0248750,2136.202
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2016Q2,0.0534309,3234.505
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2016Q2,0.1436231,8071.184
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2016Q2,0.0999258,5923.124
High level industry groups,Public administration and safety,SG01RSC02B01C08,2016Q2,0.0401278,2455.322
High level industry groups,Education and training,SG01RSC02B01C09,2016Q2,0.0439311,2349.566
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2016Q2,0.0586049,3450.111
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2016Q2,0.0321032,1783.800
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q2,0.0862621,4404.521
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2016Q3,0.0554822,3241.925
High level industry groups,Mining,SG01RSC02B01A02,2016Q3,0.0091570,767.053
High level industry groups,Manufacturing,SG01RSC02B01B01,2016Q3,0.1009037,5902.180
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2016Q3,0.0290215,1701.177
High level industry groups,Construction,SG01RSC02B01B03,2016Q3,0.0628260,3621.944
High level industry groups,Wholesale trade,SG01RSC02B01C01,2016Q3,0.0473289,2947.673
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2016Q3,0.0675764,4031.785
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2016Q3,0.0448203,2650.370
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2016Q3,0.0248750,2092.770
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2016Q3,0.0534309,3259.600
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2016Q3,0.1436231,8158.152
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2016Q3,0.0999258,6057.991
High level industry groups,Public administration and safety,SG01RSC02B01C08,2016Q3,0.0401278,2490.553
High level industry groups,Education and training,SG01RSC02B01C09,2016Q3,0.0439311,2354.030
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2016Q3,0.0586049,3462.451
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2016Q3,0.0321032,1785.870
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q3,0.0862621,4444.497
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2016Q4,0.0554822,3201.890
High level industry groups,Mining,SG01RSC02B01A02,2016Q4,0.0091570,745.566
High level industry groups,Manufacturing,SG01RSC02B01B01,2016Q4,0.1009037,5837.536
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2016Q4,0.0290215,1679.838
High level industry groups,Construction,SG01RSC02B01B03,2016Q4,0.0628260,3679.756
High level industry groups,Wholesale trade,SG01RSC02B01C01,2016Q4,0.0473289,2947.841
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2016Q4,0.0675764,4058.098
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2016Q4,0.0448203,2624.530
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2016Q4,0.0248750,2064.450
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2016Q4,0.0534309,3308.687
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2016Q4,0.1436231,8235.951
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2016Q4,0.0999258,6117.902
High level industry groups,Public administration and safety,SG01RSC02B01C08,2016Q4,0.0401278,2490.475
High level industry groups,Education and training,SG01RSC02B01C09,2016Q4,0.0439311,2357.453
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2016Q4,0.0586049,3506.538
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2016Q4,0.0321032,1870.318
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q4,0.0862621,4436.276
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2017Q1,0.0554822,3275.253
High level industry groups,Mining,SG01RSC02B01A02,2017Q1,0.0091570,731.120
High level industry groups,Manufacturing,SG01RSC02B01B01,2017Q1,0.1009037,5845.312
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2017Q1,0.0290215,1694.559
High level industry groups,Construction,SG01RSC02B01B03,2017Q1,0.0628260,3706.315
High level industry groups,Wholesale trade,SG01RSC02B01C01,2017Q1,0.0473289,2993.126
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2017Q1,0.0675764,4154.030
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2017Q1,0.0448203,2593.225
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2017Q1,0.0248750,2066.005
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2017Q1,0.0534309,3322.503
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2017Q1,0.1436231,8334.498
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2017Q1,0.0999258,6225.864
High level industry groups,Public administration and safety,SG01RSC02B01C08,2017Q1,0.0401278,2527.195
High level industry groups,Education and training,SG01RSC02B01C09,2017Q1,0.0439311,2359.835
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2017Q1,0.0586049,3540.465
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2017Q1,0.0321032,1864.955
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2017Q1,0.0862621,4511.927
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2017Q2,0.0591546,3136.207
High level industry groups,Mining,SG01RSC02B01A02,2017Q2,0.0097584,714.112
High level industry groups,Manufacturing,SG01RSC02B01B01,2017Q2,0.1019988,5935.514
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2017Q2,0.0275130,1668.309
High level industry groups,Construction,SG01RSC02B01B03,2017Q2,0.0662705,3814.598
High level industry groups,Wholesale trade,SG01RSC02B01C01,2017Q2,0.0481019,3023.606
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2017Q2,0.0662795,4223.262
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2017Q2,0.0436178,2644.396
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2017Q2,0.0230166,2069.948
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2017Q2,0.0560180,3379.311
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2017Q2,0.1421104,8399.725
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2017Q2,0.1002135,6271.164
High level industry groups,Public administration and safety,SG01RSC02B01C08,2017Q2,0.0396134,2575.924
High level industry groups,Education and training,SG01RSC02B01C09,2017Q2,0.0422132,2363.047
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2017Q2,0.0574945,3541.330
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2017Q2,0.0317354,1874.689
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2017Q2,0.0848905,4507.973
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2017Q3,0.0591546,3102.656
High level industry groups,Mining,SG01RSC02B01A02,2017Q3,0.0097584,721.068
High level industry groups,Manufacturing,SG01RSC02B01B01,2017Q3,0.1019988,5979.641
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2017Q3,0.0275130,1651.848
High level industry groups,Construction,SG01RSC02B01B03,2017Q3,0.0662705,4016.026
High level industry groups,Wholesale trade,SG01RSC02B01C01,2017Q3,0.0481019,3034.204
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2017Q3,0.0662795,4229.049
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2017Q3,0.0436178,2657.070
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2017Q3,0.0230166,2094.994
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2017Q3,0.0560180,3415.301
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2017Q3,0.1421104,8393.506
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2017Q3,0.1002135,6385.218
High level industry groups,Public administration and safety,SG01RSC02B01C08,2017Q3,0.0396134,2574.938
High level industry groups,Education and training,SG01RSC02B01C09,2017Q3,0.0422132,2368.425
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2017Q3,0.0574945,3591.843
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2017Q3,0.0317354,1931.522
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2017Q3,0.0848905,4560.719
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2017Q4,0.0591546,3109.296
High level industry groups,Mining,SG01RSC02B01A02,2017Q4,0.0097584,761.738
High level industry groups,Manufacturing,SG01RSC02B01B01,2017Q4,0.1019988,5935.697
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2017Q4,0.0275130,1672.648
High level industry groups,Construction,SG01RSC02B01B03,2017Q4,0.0662705,4054.941
High level industry groups,Wholesale trade,SG01RSC02B01C01,2017Q4,0.0481019,3118.524
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2017Q4,0.0662795,4271.764
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2017Q4,0.0436178,2693.661
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2017Q4,0.0230166,2128.303
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2017Q4,0.0560180,3543.851
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2017Q4,0.1421104,8460.131
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2017Q4,0.1002135,6459.106
High level industry groups,Public administration and safety,SG01RSC02B01C08,2017Q4,0.0396134,2599.028
High level industry groups,Education and training,SG01RSC02B01C09,2017Q4,0.0422132,2375.970
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2017Q4,0.0574945,3599.673
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2017Q4,0.0317354,1936.676
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2017Q4,0.0848905,4685.104
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2018Q1,0.0591546,3152.314
High level industry groups,Mining,SG01RSC02B01A02,2018Q1,0.0097584,722.272
High level industry groups,Manufacturing,SG01RSC02B01B01,2018Q1,0.1019988,6003.654
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2018Q1,0.0275130,1664.871
High level industry groups,Construction,SG01RSC02B01B03,2018Q1,0.0662705,4020.032
High level industry groups,Wholesale trade,SG01RSC02B01C01,2018Q1,0.0481019,3130.971
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2018Q1,0.0662795,4320.362
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2018Q1,0.0436178,2710.076
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2018Q1,0.0230166,2183.636
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2018Q1,0.0560180,3528.660
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2018Q1,0.1421104,8535.275
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2018Q1,0.1002135,6515.484
High level industry groups,Public administration and safety,SG01RSC02B01C08,2018Q1,0.0396134,2652.589
High level industry groups,Education and training,SG01RSC02B01C09,2018Q1,0.0422132,2385.680
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2018Q1,0.0574945,3624.464
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2018Q1,0.0317354,1958.703
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2018Q1,0.0848905,4688.885
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2018Q2,0.0566850,3262.368
High level industry groups,Mining,SG01RSC02B01A02,2018Q2,0.0097754,642.735
High level industry groups,Manufacturing,SG01RSC02B01B01,2018Q2,0.0995908,6078.925
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2018Q2,0.0276583,1759.771
High level industry groups,Construction,SG01RSC02B01B03,2018Q2,0.0670492,4034.404
High level industry groups,Wholesale trade,SG01RSC02B01C01,2018Q2,0.0470128,3176.279
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2018Q2,0.0660934,4369.286
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2018Q2,0.0438526,2720.983
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2018Q2,0.0227865,2263.329
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2018Q2,0.0561051,3584.420
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2018Q2,0.1435204,8564.487
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2018Q2,0.1018090,6621.524
High level industry groups,Public administration and safety,SG01RSC02B01C08,2018Q2,0.0400557,2662.905
High level industry groups,Education and training,SG01RSC02B01C09,2018Q2,0.0427808,2394.706
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2018Q2,0.0588814,3673.350
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2018Q2,0.0319342,1991.561
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2018Q2,0.0844093,4747.241
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2018Q3,0.0566850,3292.814
High level industry groups,Mining,SG01RSC02B01A02,2018Q3,0.0097754,719.272
High level industry groups,Manufacturing,SG01RSC02B01B01,2018Q3,0.0995908,6035.924
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2018Q3,0.0276583,1742.122
High level industry groups,Construction,SG01RSC02B01B03,2018Q3,0.0670492,3986.902
High level industry groups,Wholesale trade,SG01RSC02B01C01,2018Q3,0.0470128,3192.957
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2018Q3,0.0660934,4376.039
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2018Q3,0.0438526,2736.127
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2018Q3,0.0227865,2279.485
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2018Q3,0.0561051,3566.529
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2018Q3,0.1435204,8582.176
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2018Q3,0.1018090,6559.253
High level industry groups,Public administration and safety,SG01RSC02B01C08,2018Q3,0.0400557,2717.600
High level industry groups,Education and training,SG01RSC02B01C09,2018Q3,0.0427808,2402.580
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2018Q3,0.0588814,3716.059
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2018Q3,0.0319342,2009.868
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2018Q3,0.0844093,4745.997
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2018Q4,0.0566850,3330.713
High level industry groups,Mining,SG01RSC02B01A02,2018Q4,0.0097754,685.225
High level industry groups,Manufacturing,SG01RSC02B01B01,2018Q4,0.0995908,6088.828
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2018Q4,0.0276583,1740.813
High level industry groups,Construction,SG01RSC02B01B03,2018Q4,0.0670492,4081.078
High level industry groups,Wholesale trade,SG01RSC02B01C01,2018Q4,0.0470128,3200.439
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2018Q4,0.0660934,4465.988
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2018Q4,0.0438526,2733.740
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2018Q4,0.0227865,2306.170
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2018Q4,0.0561051,3621.865
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2018Q4,0.1435204,8578.714
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2018Q4,0.1018090,6683.550
High level industry groups,Public administration and safety,SG01RSC02B01C08,2018Q4,0.0400557,2759.053
High level industry groups,Education and training,SG01RSC02B01C09,2018Q4,0.0427808,2409.304
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2018Q4,0.0588814,3753.834
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2018Q4,0.0319342,1931.717
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2018Q4,0.0844093,4809.701
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2019Q1,0.0566850,3303.175
High level industry groups,Mining,SG01RSC02B01A02,2019Q1,0.0097754,688.768
High level industry groups,Manufacturing,SG01RSC02B01B01,2019Q1,0.0995908,6197.874
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2019Q1,0.0276583,1768.729
High level industry groups,Construction,SG01RSC02B01B03,2019Q1,0.0670492,4289.107
High level industry groups,Wholesale trade,SG01RSC02B01C01,2019Q1,0.0470128,3211.899
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2019Q1,0.0660934,4498.830
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2019Q1,0.0438526,2797.681
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2019Q1,0.0227865,2280.903
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2019Q1,0.0561051,3589.348
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2019Q1,0.1435204,8684.092
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2019Q1,0.1018090,6685.469
High level industry groups,Public administration and safety,SG01RSC02B01C08,2019Q1,0.0400557,2775.974
High level industry groups,Education and training,SG01RSC02B01C09,2019Q1,0.0427808,2414.877
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2019Q1,0.0588814,3850.006
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2019Q1,0.0319342,1962.143
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2019Q1,0.0844093,4810.347
